도서관명,구분,시군구,개관년도,주소,상세주소,위도,경도,전화번호,홈페이지,개관시간,휴관일,국내서_총류,국내서_철학,국내서_종교,국내서_사회과학,국내서_순수과학,국내서_기술과학,국내서_예술,국내서_언어,국내서_문학,국내서_역사,국내서_합계,국외서_총류,국외서_철학,국외서_종교,국외서_사회과학,국외서_순수과학,국외서_기술과학,국외서_예술,국외서_언어,국외서_문학,국외서_역사,국외서_합계,연간증가자료수_도서자료_구입,연간증가자료수_도서자료_기증,연간증가자료수_전자자료_구입,연간증가자료수_전자자료_기증,면적_도서관 서비스 제공 면적,좌석수_총 좌석수,좌석수_어린이 열람석,좌석수_노인 및 장애인 열람석,설비_이용자용컴퓨터수,연령별 회원등록자 수_어린이,연령별 회원등록자 수_청소년,연령별 회원등록자 수_성인,가족단위회원등록자수,이용자수_도서관방문자수,인쇄자료_대출_어린이,인쇄자료_대출_청소년,인쇄자료_대출_성인,인쇄자료_대출_합계,전자자료_이용_어린이,전자자료_이용_청소년,전자자료_이용_성인,전자자료_이용_합계,인쇄자료_어린이_총류,인쇄자료_어린이_철학,인쇄자료_어린이_종교,인쇄자료_어린이_사회과학,인쇄자료_어린이_순수과학,인쇄자료_어린이_기술과학,인쇄자료_어린이_예술,인쇄자료_어린이_언어,인쇄자료_어린이_문학,인쇄자료_어린이_역사,인쇄자료_어린이_합계,인쇄자료_청소년_총류,인쇄자료_청소년_철학,인쇄자료_청소년_종교,인쇄자료_청소년_사회과학,인쇄자료_청소년_순수과학,인쇄자료_청소년_기술과학,인쇄자료_청소년_예술,인쇄자료_청소년_언어,인쇄자료_청소년_문학,인쇄자료_청소년_역사,인쇄자료_청소년_합계,인쇄자료_성인_총류,인쇄자료_성인_철학,인쇄자료_성인_종교,인쇄자료_성인_사회과학,인쇄자료_성인_순수과학,인쇄자료_성인_기술과학,인쇄자료_성인_예술,인쇄자료_성인_언어,인쇄자료_성인_문학,인쇄자료_성인_역사,인쇄자료_성인_합계,전자자료_어린이_총류,전자자료_어린이_철학,전자자료_어린이_종교,전자자료_어린이_사회과학,전자자료_어린이_순수과학,전자자료_어린이_기술과학,전자자료_어린이_예술,전자자료_어린이_언어,전자자료_어린이_문학,전자자료_어린이_역사,전자자료_어린이_합계,전자자료_청소년_총류,전자자료_청소년_철학,전자자료_청소년_종교,전자자료_청소년_사회과학,전자자료_청소년_순수과학,전자자료_청소년_기술과학,전자자료_청소년_예술,전자자료_청소년_언어,전자자료_청소년_문학,전자자료_청소년_역사,전자자료_청소년_합계,전자자료_성인_총류,전자자료_성인_철학,전자자료_성인_종교,전자자료_성인_사회과학,전자자료_성인_순수과학,전자자료_성인_기술과학,전자자료_성인_예술,전자자료_성인_언어,전자자료_성인_문학,전자자료_성인_역사,전자자료_성인_합계,어린이실,어린이 서비스 이용수,어린이 자료(인쇄)수,어린이 연간 증가 자료(인쇄)수,전자저널,전자도서,오디오북,웹데이터베이스,전자_기타,전자자료_합계,인쇄자료_합계,총류,철학,종교,사회과학,순수과학,기술과학,예술,언어,문학,역사
서울특별시교육청도봉도서관,공공(일반),도봉구,1981-01-01,서울특별시 도봉구 삼양로 556 (쌍문동),도봉도서관,37.65253218,127.0127628,02-6714-7400,http://dblib.sen.go.kr,"종합자료실: 평일 09~20시, 주말 09~17시 / 어린이실, 디지털라운지·청소년실: 평일 09~18시, 주말 09~17시 / 자율학습실: 7시(하절기),8시(동절기)~22시","둘째, 넷째 수요일",8202,12300,6927,34995,13028,16746,9339,7459,85379,17412,211787,92,52,12,164,170,117,187,1292,5677,154,7917,9548,395,2806,0,2406.4,337,42.0,4,39,4146,10037,103920,-1.0,429083,473,444,6795,7712,227,52,1670,1949,1431,921,763,4937,8990,1893,610,3088,36820,5499,64952,194,269,87,644,705,390,231,162,3866,526,7074,4421,9091,3264,18137,3387,9325,5429,2947,39242,6775,102018,713,0,0,40,0,0,0,49,1229,0,2031,10,180,0,18,58,0,0,0,158,10,434,2033,1055,285,9890,597,559,8171,3699,14396,563,41248,유,70541.0,65745.0,3225.0,235,260470,9398,12752,5665,288520,219704,8294,12352,6939,35159,13198,16863,9526,8751,91056,17566
서울특별시교육청동대문도서관,공공(일반),동대문구,1971-01-01,서울특별시 동대문구 천호대로4길 22 (신설동),서울특별시교육청동대문도서관,37.57348736,127.0247655,02-2170-1000,http://ddmlib.sen.go.kr,"종합자료1실 09시~20시(평일), 09시~17시(주말) / 종합자료2실, 어린이실 09시~18시(평일), 09시~17시(주말) / 자율학습실 07시~22시(3~10월), 08시~22시(11~2월) ","매월 둘째, 넷째 수요일, 법정공휴일",8350,11647,6290,38109,10887,17986,9867,6476,68686,16323,194621,1248,191,86,1742,860,973,462,988,7040,913,14503,8619,392,2806,0,3650.0,323,46.0,8,53,627,1067,84802,-1.0,454130,250,198,8482,8930,227,52,1670,1949,1348,1196,1100,6291,6306,1777,780,2475,27302,5036,53611,82,86,20,513,258,177,50,67,1310,209,2772,7260,9797,3417,24483,3084,9706,4371,3828,33532,7277,106755,713,0,0,40,0,0,0,49,1229,0,2031,10,180,0,18,58,0,0,0,158,10,434,2033,1055,285,9890,597,559,8171,3699,14396,563,41248,유,66612.0,50300.0,2414.0,235,260470,9398,12752,5668,288523,209124,9598,11838,6376,39851,11747,18959,10329,7464,75726,17236
서울특별시교육청동작도서관,공공(일반),동작구,1991-01-01,서울특별시 동작구 장승배기로 94 (노량진동),서울특별시교육청동작도서관,37.50596898,126.9401028,02-823-6417,http://djlib.sen.go.kr,"종합자료실(평일 09시~20시, 주말 09시~17시), 디지털라운지(평일 09시~18시, 주말 09시~17시), 어린이실(평일 09시~18시, 주말 09시~17시), 일반열람실 및 디지털학습실(3~10월 평일 07시~22시, 주말 07시~22시, 11~2월 평일 08시~22시, 주말 08시~22시)","정기휴관일(매월 둘째·넷째 금요일), 일요일을 제외한 법정공휴일, 임시휴관일(도서관의 장서점검, 시설의 수리, 기타 관장이 필요하다고 인정할 때)",5105,5830,2901,20781,6381,10367,4805,4896,40876,7698,109640,36,24,14,93,118,30,9,1058,3118,101,4601,8860,517,2806,0,1740.79,233,36.0,2,25,86,122,2780,-1.0,314713,16239,7642,36643,60524,227,52,1670,1949,1184,628,701,2553,6228,1488,406,2475,21354,2830,39847,18,59,1,202,125,26,19,15,691,86,1242,4943,5714,1491,15940,2594,6508,2407,3844,27948,4536,75925,713,0,0,40,0,0,0,49,1229,0,2031,10,180,0,18,58,0,0,0,158,10,434,2033,1055,285,9890,597,559,8171,3699,14396,563,41248,유,63088.0,28173.0,2496.0,235,260470,9398,12752,5669,288524,114241,5141,5854,2915,20874,6499,10397,4814,5954,43994,7799
서울특별시교육청마포평생학습관(도서관),공공(일반),마포구,1995-01-01,서울특별시 마포구 홍익로2길 16 (서교동),마포평생학습관,37.5543221,126.9242045,02-2137-0000,https://mpllc.sen.go.kr,"[자료실] 평일 09:00-18:00(문헌정보실 09:00~20:00), 주말 09:00-17:00 [자율학습실] 하절기 07:00~22:00, 동절기 08:00~22:00","매월 둘째, 넷째 월요일 및 법정공휴일",9196,13697,6172,39608,13875,16369,25354,7898,93462,19191,244822,69,86,17,490,255,82,1335,661,6203,157,9355,11673,623,2806,0,6615.0,880,132.0,44,103,3348,10321,139106,-1.0,865583,357,243,9513,10113,227,52,1670,1949,2004,1303,1152,5903,12323,2050,1103,3446,45836,8390,83510,169,281,67,599,116,274,269,118,1151,214,3258,6728,11112,2677,23566,4549,10797,10569,4642,45902,8505,129047,713,0,0,40,0,0,0,49,1229,0,2031,10,180,0,18,58,0,0,0,158,10,434,2033,1055,285,9890,597,559,8171,3699,14396,563,41248,유,105777.0,80393.0,4287.0,235,260470,9398,12752,5665,288520,254177,9265,13783,6189,40098,14130,16451,26689,8559,99665,19348
서울특별시교육청마포평생학습관(도서관) 아현분관,공공(일반),마포구,1980-01-01,서울특별시 마포구 마포대로 224 (아현동),서울특별시교육청마포평생학습관 아현분관,37.55416693,126.9573466,02-362-8785,http://ahyon.sen.go.kr,07:00-22:00,"매월 둘째, 넷째 주 월요일",4095,7628,3613,23501,7421,10253,6522,4454,52741,10196,130424,214,22,17,391,307,207,96,994,4070,167,6485,7816,157,2806,0,1669.18,261,46.0,3,21,2228,4088,30882,-1.0,422652,511,249,8030,8790,227,52,1670,1949,2153,2018,2116,8995,12742,3191,1077,7230,71687,9396,120605,269,545,105,1443,214,581,243,285,2426,484,6595,3868,7842,1507,20760,3078,8356,3499,4101,34891,6959,94861,713,0,0,40,0,0,0,49,1229,0,2031,10,180,0,18,58,0,0,0,158,10,434,2033,1055,285,9890,597,559,8171,3699,14396,563,41248,유,46527.0,41808.0,3149.0,235,260470,9398,12752,5665,288520,136909,4309,7650,3630,23892,7728,10460,6618,5448,56811,10363
서울특별시교육청서대문도서관,공공(일반),서대문구,1986-01-01,서울특별시 서대문구 모래내로 412 (연희동),서울특별시교육청서대문도서관,37.58331954,126.9408583,02-1833-6948,https://sdmlib.sen.go.kr,"자율학습실 (하절기)07:00～22:00, (동절기)08:00~22:00 / (평일) 종합자료실 09:00～20:00, 어린이실 09:00~18:00, 디지털자료실 09:00~18:00 (주말 09:00~17:00)","매월 첫째, 셋째 화요일",7847,10572,5051,34266,10606,15034,9132,7152,68453,17974,186087,113,40,6,316,361,130,108,887,3804,176,5941,9691,463,2806,0,3619.0,567,56.0,8,58,871,1791,68694,-1.0,1190142,606,535,9613,10754,227,52,1670,1949,999,686,627,3259,5055,1600,484,2062,21273,3751,39796,247,275,86,898,892,430,229,164,3395,537,7153,7745,13031,4869,35832,18071,16784,7473,10771,103200,21606,239382,713,0,0,40,0,0,0,49,1229,0,2031,10,180,0,18,58,0,0,0,158,10,434,2033,1055,285,9890,597,559,8171,3699,14396,563,41248,유,80937.0,47476.0,3221.0,235,260470,9398,12752,5665,288520,192028,7960,10612,5057,34582,10967,15164,9240,8039,72257,18150
서울특별시교육청송파도서관,공공(일반),송파구,1994-01-01,서울특별시 송파구 동남로 263,(오금동 51),37.49999503,127.1348515,02-3434-3333,https://splib.sen.go.kr,"하절기(3월-10월): 07:00-22:00,  동절기(11월-2월): 08:00-22:00","매월 둘째, 넷째 화요일",9419,12871,5727,45008,12738,18738,11626,7306,93379,18200,235012,321,71,55,450,252,249,140,1875,8968,343,12724,12741,813,2806,0,5953.58,894,109.0,14,64,5856,9070,283734,-1.0,1439678,2807,1939,24066,28812,227,52,1670,1949,2788,1874,804,8234,11716,3591,1883,3648,60132,8984,103654,871,1028,233,3040,2143,1457,597,586,13750,1268,24973,17338,23771,8205,69299,30546,29177,13311,14171,205251,33724,444793,713,0,0,40,0,0,0,49,1229,0,2031,10,180,0,18,58,0,0,0,158,10,434,2033,1055,285,9890,597,559,8171,3699,14396,563,41248,유,429878.0,63018.0,5017.0,235,260470,9398,12752,5665,288520,247736,9740,12942,5782,45458,12990,18987,11766,9181,102347,18543
서울특별시교육청양천도서관,공공(일반),양천구,1990-01-01,서울특별시 양천구 목동서로 113 (목동),서울특별시교육청양천도서관,37.53349939,126.8757691,02-2062-3900,http://yclib.sen.go.kr,"하절기 07:00~22:00, 동절기 08:00~22:00","매월 1, 3주 목요일 및 법정공휴일",11659,15821,7300,51145,15625,22698,14975,9473,111666,25588,285950,140,38,37,218,259,40,77,797,9527,211,11344,11868,212,2806,0,5759.0,870,120.0,8,73,5568,11523,203333,-1.0,1398407,3238,2095,21979,27312,227,69,1848,2144,4158,3309,2005,12116,27821,5240,1819,9578,130441,18751,215238,1874,2779,884,8129,3927,3423,1838,1766,23259,4955,52834,13773,20408,6502,59694,28966,25141,13501,13012,171314,36451,388762,713,0,0,40,0,0,0,49,1229,0,2031,10,180,0,23,63,0,0,0,171,10,457,2037,1062,293,9914,607,569,8177,3750,14508,596,41513,유,487305.0,77996.0,4511.0,235,260870,9398,12752,5665,288920,297294,11799,15859,7337,51363,15884,22738,15052,10270,121193,25799
서울특별시교육청어린이도서관,공공(어린이),종로구,1979-01-01,서울특별시 종로구 사직로9길 7 (사직동),어린이도서관,37.57607257,126.9683689,02-731-2300,http://childlib.sen.go.kr,"평일 09:00~18:00, 주말 09:00~17:00","매월 첫째, 셋째 월요일",11042,7545,3426,35795,33351,8604,5292,8989,110555,28150,252749,199,94,56,1215,810,151,100,3731,11753,438,18547,13073,181,2806,0,3646.0,356,356.0,5,44,3181,5955,52323,16791.0,739065,2134,457,5602,8193,621,52,1670,2343,5915,4004,3090,19635,30076,5842,3157,13082,104726,22134,211661,303,127,146,716,1477,406,133,429,5256,1559,10552,6540,5748,4124,25203,37568,7609,3920,15019,124055,29302,259088,713,0,0,40,0,0,0,49,1623,0,2425,10,180,0,18,58,0,0,0,158,10,434,2033,1055,285,9890,597,559,8171,3699,14396,563,41248,유,-1.0,-1.0,-1.0,235,261005,9398,12752,5891,289281,271296,11241,7639,3482,37010,34161,8755,5392,12720,122308,28588
서울특별시교육청영등포평생학습관(도서관),공공(일반),영등포구,1974-01-01,서울특별시 영등포구 버드나루로 15길 10(당산동),영등포평생학습관,37.52580934,126.9071819,02-6712-7500,http://ydpllc.sen.go.kr,"자료실: 평일 9~18시[문헌정보실 9~20시], 주말 9~17시 / 학습실: [11월~2월] 08시~22시, [3월~10월] 07시~22시","매월 둘째, 넷째 월요일 및 일요일을 제외한 법정 공휴일",8110,12068,6515,41810,13560,18949,11475,8184,77846,18364,216881,44,11,20,273,558,76,16,1409,5280,242,7929,10350,569,2806,0,4428.57,468,106.0,10,86,9125,3605,54606,-1.0,686652,781,394,9242,10417,227,52,1670,1949,1490,1892,613,6139,3730,2097,1019,2332,20225,3208,42745,1210,1538,498,4987,3031,1703,828,1894,16432,2607,34728,8354,10612,3435,34421,20916,11757,5712,13074,113406,17988,239675,713,0,0,40,0,0,0,49,1229,0,2031,10,180,0,18,58,0,0,0,158,10,434,2033,1055,285,9890,597,559,8171,3699,14396,563,41248,유,118007.0,60754.0,4191.0,235,260470,9398,12752,5665,288520,224810,8154,12079,6535,42083,14118,19025,11491,9593,83126,18606
서울특별시교육청용산도서관,공공(일반),용산구,1981-01-01,서울특별시 용산구 두텁바위로 160 (후암동),서울특별시교육청용산도서관,37.55200494,126.9801399,02-6902-7777,http://yslib.sen.go.kr,"문헌정보실: 평일 9:00~20:00, 토, 일 9:00~17:00 디지털간행물실, 어린이실: 평일 9:00~18:00, 토, 일 9:00~17:00 자율학습실: 평일(하절기) 7:00~22:00, 평일(동절기): 8:00~22:00, 토, 일(하절기) 7:00~22:00 토, 일(동절기) 08:00~22:00","매월 둘째.넷째주 화요일,  법정 공휴일(일요일을 제외한 관공서 공휴일)",10723,15340,8117,53212,14856,20075,13194,9603,88763,14933,248816,639,263,182,1352,806,922,411,2664,16373,888,24500,9771,705,2809,0,5539.0,426,70.0,20,73,2817,2576,43435,-1.0,527318,481,304,7342,8127,227,52,1670,1949,2460,1626,1313,5665,9911,3018,1201,5502,53239,8204,92139,163,245,57,713,132,267,138,92,1103,229,3139,5603,8404,1948,24504,4544,9163,4747,3163,37917,7886,107879,713,0,0,40,0,0,0,49,1229,0,2031,10,180,0,18,58,0,0,0,158,10,434,2033,1055,285,9890,597,559,8171,3699,14396,563,41248,유,54263.0,73264.0,4135.0,235,260470,9398,12752,5668,288523,273316,11362,15603,8299,54564,15662,20997,13605,12267,105136,15821
서울특별시교육청정독도서관,공공(일반),종로구,1977-01-01,서울특별시 종로구 북촌로5길 48 (화동),서울특별시교육청정독도서관,37.58103147,126.983694,02-2011-5799,http://jdlib.sen.go.kr,7:00~22:00,"1,3주 수요일",21843,26095,16703,109996,21472,50647,29673,13976,120463,48019,458887,1938,477,218,3332,1092,2397,849,1486,10089,1530,23408,12935,1402,2806,0,11177.0,886,62.0,28,127,1222,2692,159622,-1.0,1250258,26101,10991,83146,120238,227,52,1670,1949,2191,3224,1384,7897,4069,4144,2267,2248,22658,4445,54527,923,1358,583,3325,1714,1745,954,947,9541,1872,22962,6979,10270,4407,25155,12963,13200,7220,7163,72178,14160,173695,713,0,0,40,0,0,0,49,1229,0,2031,10,180,0,18,58,0,0,0,158,10,434,2033,1055,285,9890,597,559,8171,3699,14396,563,41248,유,205945.0,63580.0,3490.0,1946,260470,9398,12752,5919,290485,482295,23781,26572,16921,113328,22564,53044,30522,15462,130552,49549
서울특별시교육청종로도서관,공공(일반),종로구,1920-01-01,서울특별시 종로구 사직로9길 15-14 (사직동),서울특별시교육청종로도서관,37.5764504,126.9664672,02-721-0713,http://jnlib.sen.go.kr,"어문학실, 인문사회과학실 09시~20시(평일), 09시~17시(주말) / 자연과학정보실 09시~18시(평일), 09시~17시(주말) / 인왕관 09시~18시(평일) / 자율학습실 07시~22시(3~10월), 08시~22시(11~2월)","정기휴관일(매월 두 번째·네 번째 월요일), 법정공휴일(일요일을 제외한 관공서의 공휴일),  임시휴관일(도서관 운영상 관장이 필요하다고 인정한 날)",13367,21897,9502,47942,7808,23051,15517,8211,59429,21152,227876,1109,1730,605,6666,1053,2357,1047,828,7511,4058,26964,8806,534,2806,0,3035.2,567,0.0,5,39,148,575,43722,-1.0,572634,120,462,8275,8857,227,52,1670,1949,46,59,147,142,56,108,68,42,610,108,1386,149,220,36,590,467,339,236,106,1974,215,4332,5519,12426,3579,22996,3788,9630,6175,3950,49699,10395,128157,713,0,0,40,0,0,0,49,1229,0,2031,10,180,0,18,58,0,0,0,158,10,434,2033,1055,285,9890,597,559,8171,3699,14396,563,41248,무,132.0,0.0,0.0,235,260470,10565,12752,5665,289687,254840,14476,23627,10107,54608,8861,25408,16564,9039,66940,25210
서이도서관,공공(일반),서초구,2017-01-01,서울특별시 서초구 서초대로70길 51 (서초동),서울특별시 서초구 서초대로70길 51(서초동) 3층 서이도서관,37.49206882,127.0249474,02-3471-1337,http://seoi.seocholib.or.kr/,평일 09:00~21:00 / 주말 09:00~18:00,"매주 월요일, 법정공휴일",957,1934,644,4402,1358,1962,1001,378,9151,2131,23918,11,9,1,36,18,49,30,74,490,8,726,1705,2,2544,0,364.0,83,22.0,11,3,230,1073,7213,-1.0,93700,1032,658,8635,10325,0,0,0,0,78,94,20,465,338,162,68,129,1921,332,3607,76,142,7,448,167,160,74,47,1308,185,2614,957,2816,429,7360,1418,2696,1225,602,16088,3016,36607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,유,3566.0,5899.0,0.0,1711,233099,19354,0,215,254379,24644,968,1943,645,4438,1376,2011,1031,452,9641,2139
서초구립내곡도서관,공공(일반),서초구,2018-01-01,서울특별시 서초구 청계산로7길 9-20 (신원동),서초구립내곡도서관,37.45200429,127.054445,02-3461-3007,http://naegok.seocholib.or.kr,화~금 09:00~22:00/ 주말 09:00~18:00,"매주 월요일, 공휴일",2210,3960,1026,12727,4654,5544,3599,1269,33875,5633,74497,268,21,17,217,577,171,112,1098,6738,396,9615,7313,156,2544,0,1347.94,250,110.0,5,15,773,952,7034,-1.0,318410,2677,1337,15719,19733,0,0,0,0,760,414,425,2031,2274,1152,239,1782,20011,2219,31307,457,358,218,945,1232,677,383,681,9093,1106,15150,3024,5438,1638,16192,7365,6516,4105,4301,62773,8636,119988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,유,27662.0,36150.0,2815.0,1711,233099,19354,0,215,254379,84112,2478,3981,1043,12944,5231,5715,3711,2367,40613,6029
서초구립반포도서관,공공(일반),서초구,2013-01-01,서울특별시 서초구 고무래로 34 (반포동),고무래로 34,37.50248627,127.0125127,02-520-8700,http://www.seocholib.or.kr/,(평일)09:00-22:00(어린이자료실은 09:00-20:00) (주말)09:00-18:00,"매주 월요일, 공휴일",6530,9293,2789,23039,8416,11532,7281,4224,60982,10930,145016,79,117,60,497,411,293,643,274,8024,402,10800,11055,68,2544,0,1506.0,450,124.0,2,29,4131,7410,75372,-1.0,803196,4108,2678,27436,34222,0,0,0,0,2146,1502,632,5629,9152,3053,1687,3976,56532,6739,91048,1272,1259,303,3516,4380,2036,1178,1085,21649,3301,39979,9310,15891,3989,41827,21946,18103,11147,8050,149193,23531,302987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,유,30199.0,50910.0,4033.0,1711,233099,19354,0,215,254379,155816,6609,9410,2849,23536,8827,11825,7924,4498,69006,11332
서초구립방배숲환경도서관,공공(일반),서초구,2023-01-01,서울특별시 서초구 서초대로 160-7 (방배동),서초구립방배숲환경도서관,37.48896525,127.0001162,02-537-6001,https://forest.seocholib.or.kr/,평일 09:00 - 21:00 주말 09:00 - 18:00,매주 월요일,1382,1873,829,6200,4570,4561,1400,799,16225,2231,40070,0,0,1,66,10,6,0,316,613,4,1016,5914,89,2544,0,1184.43,245,55.0,19,16,170,53,1947,-1.0,193453,2205,1019,14535,17759,0,0,1970,1970,677,488,437,1708,2384,1170,378,1011,11644,1200,21097,309,286,228,921,1056,568,237,379,4851,621,9456,4137,5838,2323,15916,8907,7432,2933,3716,50607,6788,108597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,2392,158,5325,524,1519,382,487,9563,1019,21786,유,21395.0,15170.0,2373.0,1711,233099,19354,0,215,254379,41086,1382,1873,830,6266,4580,4567,1400,1115,16838,2235
서초구립양재도서관,공공(일반),서초구,2019-01-01,서울특별시 서초구 양재천로 33 (양재동),양재도서관,37.47367918,127.0335724,02-3486-4050,http://yangjae.seocholib.or.kr,월~목 9:00~22:00 /토~일 9:00~20:00,"매주 금요일, 법정공휴일",3498,5001,1510,14300,5367,6496,3295,1532,34902,5388,81289,5,10,7,81,94,13,19,1201,2322,148,3900,10122,149,6406,0,2459.09,575,138.0,10,25,1517,1519,20949,-1.0,416330,3075,1972,23285,28332,0,0,0,0,920,799,603,4088,4659,1987,653,2394,25503,2674,44280,505,646,300,1929,2092,1155,417,689,12043,1413,21189,6235,12087,3637,35267,14476,13808,6245,7190,96218,15894,211057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,유,26673.0,29856.0,2568.0,1711,233099,19354,0,215,254379,85189,3503,5011,1517,14381,5461,6509,3314,2733,37224,5536
서초그림책도서관,공공(일반),서초구,2018-01-01,서울특별시 서초구 명달로 150 (서초동),서초그림책도서관,37.49060375,127.0050971,02-3471-0995,https://picturebook.seocholib.or.kr/,(화-금) 09:00-21:00 (토-일) 09:00-18:00,"매주 월요일, 법정공휴일",79,194,48,1696,926,322,269,29,10305,313,14181,1,11,12,76,63,24,22,277,2392,86,2964,830,7,2544,0,266.06,100,100.0,0,2,580,76,3575,-1.0,60701,1001,105,3053,4159,0,0,0,0,36,120,126,1283,664,232,114,189,8810,285,11859,5,27,10,234,191,38,40,38,2096,64,2743,135,452,239,4648,1987,599,439,559,24667,758,34483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,유,5434.0,17145.0,837.0,1711,233099,19354,0,215,254379,17145,80,205,60,1772,989,346,291,306,12697,399
서초청소년도서관,공공(일반),서초구,2020-01-01,서울특별시 서초구 효령로77길 37 (서초동),서초청소년도서관,37.49229472,127.028158,02-3486-9543,https://seocho.seocholib.or.kr,평일 10:00~22:00 / 주말 9:00~20:00,매주 금요일 및 법정공휴일,1837,767,187,3024,2891,1975,1071,449,17531,2042,31774,6,6,2,68,220,57,27,4,4168,243,4801,5247,12,2544,0,646.31,171,105.0,2,16,1386,565,5762,-1.0,227465,2848,1304,11533,15685,0,0,0,0,680,625,532,2880,6589,1978,933,1334,28122,3683,47356,359,248,253,1008,2768,884,334,527,10157,1565,18103,3131,1648,1106,8819,12123,5058,2415,2580,63914,8568,109362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,유,66245.0,23899.0,398.0,1711,233099,19354,0,215,254379,36575,1843,773,189,3092,3111,2032,1098,453,21699,2285
석관동미리내도서관,공공(일반),성북구,2015-01-01,서울특별시 성북구 석관동 134-2,(석관동미리내도서관),37.61347396,127.0654922,02-960-5067,https://mirinae.sblib.seoul.kr/mirinae,09:00~18:00(수요일:09:00~21:00),매주 월요일,960,1346,301,4140,2419,2441,1786,272,18658,3340,35663,1,8,0,11,6,1,2,17,269,4,319,1325,68,458,0,361.0,87,40.0,1,5,326,1109,11637,-1.0,307912,302,281,4465,5048,0,0,54984,54984,53,49,18,255,398,165,61,48,3138,443,4628,48,56,3,157,182,155,71,21,1337,256,2286,579,1885,228,3693,1803,2043,1210,395,23062,2714,37612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7842,0,132,10938,1270,2389,779,1289,29058,1287,54984,유,10285.0,15065.0,581.0,0,9991,1644,0,0,11635,35982,961,1354,301,4151,2425,2442,1788,289,18927,3344
선유도서관,공공(일반),영등포구,2009-01-01,서울특별시 영등포구 선유로43가길 10-8 (양평동3가),선유도서관,37.53333762,126.8929418,02-2163-0800,https://www.ydplib.or.kr/sylib/index.do,화~금 09:00~22:00 / 토~일 09:00~17:00,"매주월요일, 법정공휴일, 특별한 사유로 관장이 정한 경우",2101,3383,751,8562,4878,4742,2633,1193,27364,4512,60119,238,65,26,297,219,41,62,2156,3943,108,7155,5795,33,101,0,1354.77,285,53.0,1,12,784,948,36674,-1.0,124281,1157,426,8940,10523,0,0,16062,16062,585,501,403,1826,3226,941,436,2049,14162,2094,26223,184,145,45,393,488,204,95,135,2572,414,4675,2795,5076,1552,13901,7764,5983,3108,6111,51758,6502,104550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,2339,358,13373,1128,5041,2613,774,16810,2355,45340,유,28347.0,31811.0,1822.0,220,140574,2722,0,5,143521,67274,2339,3448,777,8859,5097,4783,2695,3349,31307,4620
성동구립금호도서관,공공(일반),성동구,2006-01-01,서울특별시 성동구 난계로 20 (금호동1가),(금호동가 688),37.55413024,127.0248941,02-2204-6450,https://www.sdlib.or.kr/KH/main.do,평일 07:00 ~ 22:00 주말 09:00 ~ 20:00	,매주 월요일,3709,4724,1480,13843,7081,6267,3190,3120,34075,6769,84258,0,0,0,0,0,0,0,0,0,0,0,3821,242,565,0,1180.95,202,41.0,1,18,1524,2289,20278,-1.0,285118,1213,288,6564,8065,0,0,1438,1438,1091,743,983,2989,4203,1190,590,1834,19148,2455,35226,57,82,26,246,313,148,79,76,1213,162,2402,3703,4673,2091,15810,10341,6189,2527,4375,51520,6849,108078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,808,27,1824,172,284,69,230,3701,159,7406,유,86917.0,44750.0,1791.0,0,70724,344,0,0,71068,84258,3709,4724,1480,13843,7081,6267,3190,3120,34075,6769
